percent_share,expected_share,RCA,iso_3digit_alpha,country_name_full,product_description
0.44635,0.00616,72,TZA,United Republic of Tanzania,Lime
0.04713,0.00697,7,USA,"USA, Puerto Rico and US Virgin Islands","Artillery weapons, mach. guns and arms, n.e.s."
0.18697,0.02882,6,USA,"USA, Puerto Rico and US Virgin Islands","Beet pulp, bagasse and such wastes"
0.10443,0.01701,6,USA,"USA, Puerto Rico and US Virgin Islands","Fodder roots, hay, lupines, vetches & similar prod"
0.00766,0.00137,6,USA,"USA, Puerto Rico and US Virgin Islands",Tall oil
0.29177,0.05372,5,USA,"USA, Puerto Rico and US Virgin Islands",Petroleum coke
0.56802,0.10683,5,USA,"USA, Puerto Rico and US Virgin Islands","Other edible nuts, fresh or dried"
0.00134,0.00025,5,USA,"USA, Puerto Rico and US Virgin Islands",Beryllium
0.02234,0.00445,5,USA,"USA, Puerto Rico and US Virgin Islands","Flour & meal of oil seeds, nuts, kernels, fat"
0.0127,0.00254,5,USA,"USA, Puerto Rico and US Virgin Islands","Original engravings, prints and lithographs"
0.01816,0.00377,5,USA,"USA, Puerto Rico and US Virgin Islands","Hydrides, nitrides, azides, silicides and borides"
7.31185,0.08558,85,BFA,Burkina Faso,"Raw cotton, other than linters"
2.90575,0.05837,50,BFA,Burkina Faso,Ores and concentrates of zinc
1.91524,0.0514,37,BFA,Burkina Faso,"Coconuts, brazil cashew nuts, fresh/dried"
2.51785,0.08287,30,BFA,Burkina Faso,"Zinc and zinc alloys, unwrought"
2.31472,0.10504,22,BFA,Burkina Faso,"Oil seeds, oil nuts & oil kernels, n.e.s."
0.40061,0.01849,22,BFA,Burkina Faso,"Fixed vegetable oils, n.e.s."
0.10195,0.0053,19,BFA,Burkina Faso,Other prepared explosives
78.47832,5.81302,14,BFA,Burkina Faso,NA
0.04172,0.00315,13,BFA,Burkina Faso,Dolomite
0.01026,0.00083,12,BFA,Burkina Faso,Beeswax and other insect waxes
1.2702,0.0085,149,URY,Uruguay,Wool tops
0.30959,0.00246,126,URY,Uruguay,"Meat of horses, asses, mules & hinnies, fr.ch.fro."
0.48044,0.00384,125,URY,Uruguay,"Sheeps and lambs wool, degreased"
18.07961,0.18506,98,URY,Uruguay,"Sulphate wood pulp, bleached, not dissolving"
1.74711,0.02164,81,URY,Uruguay,Malt including malt flour
0.04935,0.00065,76,URY,Uruguay,"Waste of wool and of other animal hair, n.e.s"
0.48023,0.00654,73,URY,Uruguay,"Fats, unrendered, of bovine cattle sheeps tallow"
20.15201,0.28427,71,URY,Uruguay,"Meat of bovine animals, fresh, chilled or frozen"
0.94778,0.01745,54,URY,Uruguay,"Rice in the husk or not, not further prepared"
0.05453,0.00106,52,URY,Uruguay,"Wool grease, etc. (incl. lanolin)"
0.19101,0.00053,361,UZB,Uzbekistan,Unreelable cocoons and cocoons wastes
0.08266,0.00085,97,UZB,Uzbekistan,Cotton seed oil
0.21339,0.0022,97,UZB,Uzbekistan,"Raw silk, not thrown"
6.51614,0.07915,82,UZB,Uzbekistan,"Cotton yarn & thread, grey, not mercerized"
0.74432,0.01065,70,UZB,Uzbekistan,"Grapes, dried (raisins)"
0.1153,0.00223,52,UZB,Uzbekistan,"Cotton waste, not carded or combed"
0.02445,5.00E-04,49,UZB,Uzbekistan,"Terry fabrics of cotton, bleached, dyed, etc."
0.00367,8.00E-05,47,UZB,Uzbekistan,"Other coarse hair, not carded or combed"
0.19869,0.00506,39,UZB,Uzbekistan,Molybdenum
1.3712,0.04114,33,UZB,Uzbekistan,"Stone fruit, fresh"
1.07058,0.02547,42,VEN,Venezuela,Sponge iron or steel
2.31673,0.05556,42,VEN,Venezuela,Methyl alcohol /methanol/
81.16185,5.5729,15,VEN,Venezuela,Crude petroleum
0.09031,0.00978,9,VEN,Venezuela,Other carbides
0.03417,0.00585,6,VEN,Venezuela,Natural asphalt & natural bitumen
0.28605,0.05089,6,VEN,Venezuela,"Cocoa beans, raw or roasted"
0.03707,0.00792,5,VEN,Venezuela,Wood charcoal
0.95165,0.20536,5,VEN,Venezuela,"Crustacean & molluscs, fresh, chilled, salted, dried"
0.31854,0.08983,4,VEN,Venezuela,"Crustacean & molluscs, prepared or preserved"
0.49077,0.19111,3,VEN,Venezuela,Distilled alcoholic beverages
0.46543,0.00795,59,WLF,Wallis and Futuna Islands,Embroidery
28.896,0.5203,56,WLF,Wallis and Futuna Islands,Jewellery of precious metal
0.70387,0.02372,30,WLF,Wallis and Futuna Islands,Metal plastic joints
1.53855,0.09504,16,WLF,Wallis and Futuna Islands,"Electr. Furnaces, welding & cutting apparatus"
39.00711,2.90607,13,WLF,Wallis and Futuna Islands,"Thermionic valves and tubes, transistors, etc."
0.13001,0.01259,10,WLF,Wallis and Futuna Islands,"Indoor ornaments of base metals, n.e.s."
0.17885,0.01767,10,WLF,Wallis and Futuna Islands,Cutting blades for machines
0.01165,0.0012,10,WLF,Wallis and Futuna Islands,Vegetable materials used for plaiting
1.10796,0.13244,8,WLF,Wallis and Futuna Islands,"Bars, rods, angles, shapes, wire of copper"
0.17865,0.02634,7,WLF,Wallis and Futuna Islands,"Hydrometers ,thermometers, etc."
4.1064,0.01323,310,WSM,Samoa,Coconut copra oil
0.99909,0.00324,309,WSM,Samoa,"Fruit, fruit peel, preserved by sugar"
3.88332,0.01392,279,WSM,Samoa,"Roots & tubers, fresh or dried, sago pith"
0.04313,0.00035,122,WSM,Samoa,"Copra, ex. flour and meal"
0.37496,0.00582,64,WSM,Samoa,"Vegetable products, fresh or dried, n.e.s."
0.82624,0.01363,61,WSM,Samoa,Palm kernel oil
4.99217,0.08293,60,WSM,Samoa,"Fruit juices & vegetable juices, unfermented"
22.1003,0.41865,53,WSM,Samoa,"Fish, fresh, chilled or frozen"
1.71904,0.03928,44,WSM,Samoa,"Meat & fish meal, unfit for human consumption"
3.4249,0.09004,38,WSM,Samoa,"Beer including ale, stout, porter"
0.54824,0.00068,801,YEM,Yemen,"Sheep and lamb skins, without the wool"
0.52414,0.00225,232,YEM,Yemen,Meal & groats of wheat or of meslin
0.653,0.01091,60,YEM,Yemen,Natural honey
0.6681,0.01178,57,YEM,Yemen,"Bran, pollard, sharps & other by products"
0.8232,0.02768,30,YEM,Yemen,Flour of wheat or of meslin
0.01666,0.00083,20,YEM,Yemen,Beeswax and other insect waxes
1.53792,0.07837,20,YEM,Yemen,Other fresh fruit
0.21591,0.01154,19,YEM,Yemen,"Other materials of vegetable origin, n.e.s."
7.18902,0.41865,17,YEM,Yemen,"Fish, fresh, chilled or frozen"
0.62148,0.04186,15,YEM,Yemen,Tea
54.81253,0.06599,831,ZMB,Zambia,Blister copper and other unrefined copper
0.6371,0.00164,387,ZMB,Zambia,Master alloys of copper
1.35274,0.00953,142,ZMB,Zambia,"Sulphuric acid, oleum"
0.67224,0.00616,109,ZMB,Zambia,Lime
2.95454,0.04338,68,ZMB,Zambia,Other precious & semi precious stones not set
18.96647,0.36948,51,ZMB,Zambia,Refined copper including remelted
0.20866,0.0053,39,ZMB,Zambia,Other prepared explosives
0.01701,0.00055,31,ZMB,Zambia,Cotton linters
1.52105,0.05446,28,ZMB,Zambia,"Tobacco, unmanufactured & scrap"
0.0503,0.00183,27,ZMB,Zambia,"Articles of lead, n.e.s."
